date,gold_close,copper_close
2022-05-02,1861.800048828125,4.255499839782715
2022-05-03,1868.800048828125,4.270999908447266
2022-05-04,1867.0,4.328499794006348
2022-05-05,1874.0,4.284999847412109
2022-05-06,1881.199951171875,4.261499881744385
2022-05-09,1857.0999755859375,4.192999839782715
2022-05-10,1839.9000244140625,4.1545000076293945
2022-05-11,1852.5999755859375,4.212500095367432
2022-05-12,1823.800048828125,4.105000019073486
2022-05-13,1807.4000244140625,4.180500030517578
2022-05-16,1813.5,4.196499824523926
2022-05-17,1818.199951171875,4.239500045776367
2022-05-18,1815.9000244140625,4.182000160217285
2022-05-19,1841.199951171875,4.284999847412109
2022-05-20,1841.800048828125,4.281000137329102
2022-05-23,1847.800048828125,4.347499847412109
2022-05-24,1865.0999755859375,4.325500011444092
2022-05-25,1846.199951171875,4.2769999504089355
2022-05-26,1847.4000244140625,4.255000114440918
2022-05-27,1851.300048828125,4.303999900817871
2022-05-31,1842.699951171875,4.295000076293945
2022-06-01,1843.300048828125,4.329999923706055
2022-06-02,1866.5,4.553999900817871
2022-06-03,1845.4000244140625,4.477499961853027
2022-06-06,1839.199951171875,4.439499855041504
2022-06-07,1847.5,4.439499855041504
2022-06-08,1851.9000244140625,4.458499908447266
2022-06-09,1848.800048828125,4.388999938964844
2022-06-10,1871.5,4.301000118255615
2022-06-13,1828.0,4.2164998054504395
2022-06-14,1809.5,4.161499977111816
2022-06-15,1815.300048828125,4.167500019073486
2022-06-16,1845.699951171875,4.111999988555908
2022-06-17,1835.5999755859375,4.017499923706055
2022-06-21,1834.5999755859375,4.043000221252441
2022-06-22,1834.300048828125,3.9514999389648438
2022-06-23,1825.699951171875,3.758500099182129
2022-06-24,1826.5,3.759999990463257
2022-06-27,1820.9000244140625,3.7790000438690186
2022-06-28,1817.5,3.7839999198913574
2022-06-29,1813.699951171875,3.7790000438690186
2022-06-30,1804.0999755859375,3.7144999504089355
2022-07-01,1798.9000244140625,3.61899995803833
2022-07-05,1761.800048828125,3.424999952316284
2022-07-06,1734.9000244140625,3.4179999828338623
2022-07-07,1737.9000244140625,3.5820000171661377
2022-07-08,1740.5999755859375,3.5320000648498535
2022-07-11,1730.0,3.4375
2022-07-12,1723.300048828125,3.2964999675750732
2022-07-13,1734.199951171875,3.325500011444092
2022-07-14,1704.5,3.2105000019073486
2022-07-15,1702.4000244140625,3.234499931335449
2022-07-18,1709.199951171875,3.3480000495910645
2022-07-19,1710.0,3.2915000915527344
2022-07-20,1699.5,3.3294999599456787
2022-07-21,1712.699951171875,3.302000045776367
2022-07-22,1727.0999755859375,3.3485000133514404
2022-07-25,1719.0,3.3510000705718994
2022-07-26,1717.699951171875,3.382499933242798
2022-07-27,1719.0999755859375,3.429500102996826
2022-07-28,1750.300048828125,3.4749999046325684
2022-07-29,1762.9000244140625,3.5840001106262207
2022-08-01,1769.0,3.552000045776367
2022-08-02,1771.0999755859375,3.5244998931884766
2022-08-03,1758.0,3.4695000648498535
2022-08-04,1788.5,3.4830000400543213
2022-08-05,1772.9000244140625,3.552999973297119
2022-08-08,1786.800048828125,3.5875000953674316
2022-08-09,1794.0,3.5924999713897705
2022-08-10,1795.5999755859375,3.6554999351501465
2022-08-11,1789.699951171875,3.7105000019073486
2022-08-12,1798.5999755859375,3.6760001182556152
2022-08-15,1781.4000244140625,3.628999948501587
2022-08-16,1773.199951171875,3.6364998817443848
2022-08-17,1760.300048828125,3.5980000495910645
2022-08-18,1755.300048828125,3.6465001106262207
2022-08-19,1747.5999755859375,3.683500051498413
2022-08-22,1734.0,3.6705000400543213
2022-08-23,1746.800048828125,3.7044999599456787
